21.07.2023                                                                                                                           Salida dinámica de lista                                                                                                                                                                                 1


	Can.distr.	Denomin.	Seccion	Estado	Solic.	Nombre	Entrega	Posicion E	F.Creacion	Pedido	Clase Pedi	F.Creacion	Pedido	Posicion P	Material	Moneda	Cantidad E	UM venta	Valor Neto	StTotPick.	StatGlWM	StTotMovMe	Stat.fact.	Status PT

	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       530	19.07.2023	903156501	ZED1	19.07.2023	6012914	       580	PB0091974	COP	        24	UN	   452,170	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       450	19.07.2023	903156501	ZED1	19.07.2023	6012914	       490	PB0089037	COP	       112	UN	 1,752,509	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       460	19.07.2023	903156501	ZED1	19.07.2023	6012914	       500	PB0091986	COP	        24	UN	   222,254	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       470	19.07.2023	903156501	ZED1	19.07.2023	6012914	       510	PB0082336	COP	       286	UN	 3,452,220	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       480	19.07.2023	903156501	ZED1	19.07.2023	6012914	       520	PB0091964	COP	       240	UN	 2,743,752	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       490	19.07.2023	903156501	ZED1	19.07.2023	6012914	       530	PB0047928	COP	       144	UN	   910,411	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       500	19.07.2023	903156501	ZED1	19.07.2023	6012914	       550	PB0047924	COP	       216	UN	 1,365,617	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       510	19.07.2023	903156501	ZED1	19.07.2023	6012914	       560	PB0091958	COP	        27	UN	   394,907	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       520	19.07.2023	903156501	ZED1	19.07.2023	6012914	       570	PB0078409	COP	       340	UN	 3,800,112	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       340	19.07.2023	903156501	ZED1	19.07.2023	6012914	       350	PB0091968	COP	        64	UN	   976,877	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	        10	19.07.2023	903156501	ZED1	19.07.2023	6012914	        10	PB0093523	COP	        25	UN	   301,768	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	        20	19.07.2023	903156501	ZED1	19.07.2023	6012914	        20	PB0047931	COP	        48	UN	   303,514	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	        30	19.07.2023	903156501	ZED1	19.07.2023	6012914	        30	PB0062229	COP	       198	UN	 2,516,402	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	        40	19.07.2023	903156501	ZED1	19.07.2023	6012914	        40	PB0047930	COP	       120	UN	   758,676	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	        50	19.07.2023	903156501	ZED1	19.07.2023	6012914	        50	PB0090600	COP	        24	UN	   133,356	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	        60	19.07.2023	903156501	ZED1	19.07.2023	6012914	        60	PB0066022	COP	       120	UN	   758,676	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	        70	19.07.2023	903156501	ZED1	19.07.2023	6012914	        70	PB0091933	COP	        48	UN	   404,654	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	        80	19.07.2023	903156501	ZED1	19.07.2023	6012914	        80	PB0093525	COP	        25	UN	   301,768	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	        90	19.07.2023	903156501	ZED1	19.07.2023	6012914	        90	PB0047923	COP	       168	UN	   687,238	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       100	19.07.2023	903156501	ZED1	19.07.2023	6012914	       100	PB0091940	COP	       180	UN	 2,816,550	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       110	19.07.2023	903156501	ZED1	19.07.2023	6012914	       110	PB0091971	COP	       400	UN	 4,572,920	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       120	19.07.2023	903156501	ZED1	19.07.2023	6012914	       120	PB0091963	COP	        72	UN	   823,126	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       130	19.07.2023	903156501	ZED1	19.07.2023	6012914	       130	PB0089034	COP	        72	UN	 1,494,475	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       140	19.07.2023	903156501	ZED1	19.07.2023	6012914	       140	PB0047958	COP	       176	UN	 1,629,866	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       350	19.07.2023	903156501	ZED1	19.07.2023	6012914	       360	PB0089054	COP	        72	UN	 1,374,905	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       360	19.07.2023	903156501	ZED1	19.07.2023	6012914	       390	PB0081371	COP	       100	UN	 1,628,590	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       370	19.07.2023	903156501	ZED1	19.07.2023	6012914	       400	PB0062228	COP	        60	UN	   494,304	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       380	19.07.2023	903156501	ZED1	19.07.2023	6012914	       410	PB0091953	COP	        24	UN	   202,327	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       390	19.07.2023	903156501	ZED1	19.07.2023	6012914	       420	PB0047920	COP	        24	UN	   151,757	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       680	19.07.2023	903156501	ZED1	19.07.2023	6012914	       750	PB0047953	COP	       704	UN	 9,216,768	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       670	19.07.2023	903156501	ZED1	19.07.2023	6012914	       740	PB0047950	COP	       112	UN	 1,037,187	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       660	19.07.2023	903156501	ZED1	19.07.2023	6012914	       730	PB0091932	COP	        24	UN	   202,327	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       650	19.07.2023	903156501	ZED1	19.07.2023	6012914	       720	PB0093543	COP	        16	UN	   240,130	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       640	19.07.2023	903156501	ZED1	19.07.2023	6012914	       700	PB0090589	COP	        24	UN	   133,356	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       630	19.07.2023	903156501	ZED1	19.07.2023	6012914	       690	PB0047899	COP	        24	UN	   252,919	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       620	19.07.2023	903156501	ZED1	19.07.2023	6012914	       680	PB0093533	COP	        32	UN	   488,438	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       410	19.07.2023	903156501	ZED1	19.07.2023	6012914	       440	PB0047925	COP	       288	UN	 1,820,822	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       420	19.07.2023	903156501	ZED1	19.07.2023	6012914	       450	PB0093538	COP	       220	UN	 1,194,226	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       430	19.07.2023	903156501	ZED1	19.07.2023	6012914	       470	PB0047898	COP	       120	UN	 1,264,608	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       440	19.07.2023	903156501	ZED1	19.07.2023	6012914	       480	PB0081375	COP	        48	UN	   977,938	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       610	19.07.2023	903156501	ZED1	19.07.2023	6012914	       670	PB0093521	COP	        25	UN	   301,768	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       600	19.07.2023	903156501	ZED1	19.07.2023	6012914	       660	PB0089064	COP	        48	UN	   303,470	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       590	19.07.2023	903156501	ZED1	19.07.2023	6012914	       650	PB0086280	COP	        80	UN	   791,920	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       580	19.07.2023	903156501	ZED1	19.07.2023	6012914	       630	PB0093524	COP	        25	UN	   301,768	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       570	19.07.2023	903156501	ZED1	19.07.2023	6012914	       620	PB0089088	COP	        16	UN	   254,448	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       560	19.07.2023	903156501	ZED1	19.07.2023	6012914	       610	PB0091987	COP	        24	UN	   179,345	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       550	19.07.2023	903156501	ZED1	19.07.2023	6012914	       600	PB0090598	COP	        48	UN	   266,712	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       540	19.07.2023	903156501	ZED1	19.07.2023	6012914	       590	PB0091967	COP	        48	UN	   732,653	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       890	19.07.2023	903156501	ZED1	19.07.2023	6012914	       960	PB0081374	COP	        40	UN	   457,256	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       880	19.07.2023	903156501	ZED1	19.07.2023	6012914	       950	PB0078404	COP	       110	UN	 1,116,995	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       870	19.07.2023	903156501	ZED1	19.07.2023	6012914	       940	PB0062227	COP	        40	UN	   329,536	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       860	19.07.2023	903156501	ZED1	19.07.2023	6012914	       930	PB0081367	COP	        24	UN	   283,565	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       710	19.07.2023	903156501	ZED1	19.07.2023	6012914	       780	PB0093532	COP	        24	UN	   289,697	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       720	19.07.2023	903156501	ZED1	19.07.2023	6012914	       790	PB0061999	COP	       176	UN	 2,124,443	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       850	19.07.2023	903156501	ZED1	19.07.2023	6012914	       920	PB0086316	COP	       100	UN	 1,628,590	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       730	19.07.2023	903156501	ZED1	19.07.2023	6012914	       800	PB0047802	COP	       132	UN	 2,065,338	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       740	19.07.2023	903156501	ZED1	19.07.2023	6012914	       810	PB0091970	COP	        16	UN	   305,534	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       840	19.07.2023	903156501	ZED1	19.07.2023	6012914	       910	PB0051489	COP	       120	UN	 1,295,160	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       830	19.07.2023	903156501	ZED1	19.07.2023	6012914	       900	PB0089045	COP	        40	UN	   324,444	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       820	19.07.2023	903156501	ZED1	19.07.2023	6012914	       890	PB0081372	COP	       100	UN	 1,628,590	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       750	19.07.2023	903156501	ZED1	19.07.2023	6012914	       820	PB0048091	COP	       180	UN	   733,248	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       810	19.07.2023	903156501	ZED1	19.07.2023	6012914	       880	PB0093548	COP	        24	UN	   213,067	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       800	19.07.2023	903156501	ZED1	19.07.2023	6012914	       870	PB0047943	COP	        24	UN	   151,735	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       790	19.07.2023	903156501	ZED1	19.07.2023	6012914	       860	PB0047947	COP	       580	UN	 4,630,082	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       760	19.07.2023	903156501	ZED1	19.07.2023	6012914	       830	PB0093527	COP	        12	UN	   144,848	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       770	19.07.2023	903156501	ZED1	19.07.2023	6012914	       840	PB0093519	COP	       220	UN	 1,784,442	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       780	19.07.2023	903156501	ZED1	19.07.2023	6012914	       850	PB0091936	COP	        80	UN	 1,629,896	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       970	19.07.2023	903156501	ZED1	19.07.2023	6012914	      1050	PB0091969	COP	        16	UN	   305,534	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       960	19.07.2023	903156501	ZED1	19.07.2023	6012914	      1040	PB0093530	COP	        48	UN	 1,652,318	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       950	19.07.2023	903156501	ZED1	19.07.2023	6012914	      1030	PB0093541	COP	        16	UN	   240,130	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       940	19.07.2023	903156501	ZED1	19.07.2023	6012914	      1020	PB0047820	COP	        24	UN	   249,456	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       690	19.07.2023	903156501	ZED1	19.07.2023	6012914	       760	PB0078423	COP	        11	UN	   159,478	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       150	19.07.2023	903156501	ZED1	19.07.2023	6012914	       150	PB0093531	COP	        60	UN	 1,475,274	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       160	19.07.2023	903156501	ZED1	19.07.2023	6012914	       160	PB0086279	COP	       180	UN	 1,781,820	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       170	19.07.2023	903156501	ZED1	19.07.2023	6012914	       170	PB0047922	COP	       120	UN	   490,884	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       180	19.07.2023	903156501	ZED1	19.07.2023	6012914	       180	PB0093542	COP	        16	UN	   240,130	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       190	19.07.2023	903156501	ZED1	19.07.2023	6012914	       190	PB0047955	COP	        40	UN	   319,352	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       200	19.07.2023	903156501	ZED1	19.07.2023	6012914	       200	PB0091934	COP	        58	UN	   811,240	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       210	19.07.2023	903156501	ZED1	19.07.2023	6012914	       220	PB0091976	COP	       240	UN	 2,896,752	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       220	19.07.2023	903156501	ZED1	19.07.2023	6012914	       230	PB0048023	COP	        96	UN	   748,474	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       230	19.07.2023	903156501	ZED1	19.07.2023	6012914	       240	PB0078424	COP	        80	UN	 1,159,840	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       240	19.07.2023	903156501	ZED1	19.07.2023	6012914	       250	PB0089059	COP	       107	UN	   444,114	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       250	19.07.2023	903156501	ZED1	19.07.2023	6012914	       260	PB0093534	COP	        40	UN	   447,072	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       260	19.07.2023	903156501	ZED1	19.07.2023	6012914	       270	PB0078410	COP	       100	UN	 1,117,680	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       270	19.07.2023	903156501	ZED1	19.07.2023	6012914	       280	PB0091939	COP	        75	UN	   905,228	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       280	19.07.2023	903156501	ZED1	19.07.2023	6012914	       290	PB0047927	COP	        96	UN	   392,707	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       290	19.07.2023	903156501	ZED1	19.07.2023	6012914	       300	PB0093546	COP	        60	UN	   762,546	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       300	19.07.2023	903156501	ZED1	19.07.2023	6012914	       310	PB0091985	COP	        24	UN	   176,268	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       310	19.07.2023	903156501	ZED1	19.07.2023	6012914	       320	PB0093526	COP	        25	UN	   301,768	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       320	19.07.2023	903156501	ZED1	19.07.2023	6012914	       330	PB0075539	COP	        80	UN	   914,584	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       330	19.07.2023	903156501	ZED1	19.07.2023	6012914	       340	PB0047903	COP	        24	UN	   271,937	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       700	19.07.2023	903156501	ZED1	19.07.2023	6012914	       770	PB0091980	COP	       216	UN	 1,544,962	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       930	19.07.2023	903156501	ZED1	19.07.2023	6012914	      1010	PB0093528	COP	        50	UN	   603,535	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       920	19.07.2023	903156501	ZED1	19.07.2023	6012914	       990	PB0091948	COP	        20	UN	   547,960	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       910	19.07.2023	903156501	ZED1	19.07.2023	6012914	       980	PB0093518	COP	       120	UN	 1,341,216	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406138	       900	19.07.2023	903156501	ZED1	19.07.2023	6012914	       970	PB0047921	COP	       120	UN	   758,784	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000006679	SODIMAC INDUSTRIALES	985406171	        10	19.07.2023	903156126	ZEDI	18.07.2023	12189891	        10	PB0082682	COP	        12	UN	   800,256	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000006679	SODIMAC INDUSTRIALES	985406172	        10	19.07.2023	903156126	ZEDI	18.07.2023	12189891	        20	PB0091764	COP	        12	UN	 1,084,176	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000006679	SODIMAC INDUSTRIALES	985406173	        10	19.07.2023	903156126	ZEDI	18.07.2023	12189891	        30	PB0088740	COP	        12	UN	   569,784	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000006892	SODIMAC CAJICA	985406174	        10	19.07.2023	903156117	ZEDI	18.07.2023	12189734	        10	PB0082682	COP	         4	UN	   266,752	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000006892	SODIMAC CAJICA	985406175	        10	19.07.2023	903156117	ZEDI	18.07.2023	12189734	        20	PB0056151	COP	         8	UN	   169,224	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000006892	SODIMAC CAJICA	985406176	        10	19.07.2023	903156117	ZEDI	18.07.2023	12189734	        30	PB0091764	COP	         4	UN	   361,392	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000006892	SODIMAC CAJICA	985406177	        10	19.07.2023	903156117	ZEDI	18.07.2023	12189734	        40	PB0088740	COP	         6	UN	   284,892	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000006892	SODIMAC CAJICA	985406178	        10	19.07.2023	903156117	ZEDI	18.07.2023	12189734	        50	PB0038378	COP	         6	UN	   288,876	C	B	A	A	A
