21.07.2023                                                                                                                    Salida dinámica de lista                                                                                                                                                                          1

21.07.2023			                                                                                                                                    LISTADO DE PEDIDOS CON DATOS DE JERARQUÍA																									  1

LISTADO DE PEDIDOS CON DATOS DE JERARQUÍA

		Fecha doc.		Solicitante	Cliente	Nº de cliente 1	Marca	Material	Número de material	  Unidades	UM	    ValorNeto	Nº pedido cliente	Doc.venta	ClVt	Solic.	OrgVt	CDis	OfVta	GVen	Organización de ventas	Mon.	Jquía.productos	Total Pedidos	Plataforma	Fe.PedCpas	Creado por
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	3002350080	POLVO CREME PUFF MF 08 NATURAL TAN 15GR	        3	UN	      59,496	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0036680	VITÚ POLVO VITA E 3 NUEZ U EMP NI	        1	UN	       7,327	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0068845	VITU POLVO SABILA 1 MACAD U EMP NI	        2	UN	      13,308	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0068846	VITU POLVO SABILA 2 AVELL U EMP NI	        4	UN	      26,616	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0068847	VITU POLVO SABILA 3 NUEZ U EMP NI	        1	UN	       6,654	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084839	PLVO VITÚ CALEND. ESPE. TONO 1 MACAD.12G	        1	UN	       7,994	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084840	PLVO VITÚ CALEND. ESPE. TONO 2 AVELL.12G	        1	UN	       7,994	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0091940	PLVO.SUELTO ESCE. BANANA 6G	        1	UN	      16,471	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0091896	PLVO.CATR. ALL MATT + SHINE TN031 10G	        1	UN	      15,799	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093490	PLVO CATR. 18H HD MATTE TN008C 8G	        3	UN	      81,681	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093491	PLVO CATR. 18H HD MATTE TN015N 8G	        3	UN	      81,681	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093492	PLVO CATR. 18H HD MATTE TN030W 8G	        3	UN	      81,681	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0072431	RUBOR CATR. BLUSH BOX BERRY 6G	        1	UN	           0	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0074056	RUBOR COLORFAST DUO MF NATURAL BEAUTY	        1	UN	      20,504	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0035822	VITU RUBOR VITAMINA E 4 SANDÍA TRAD	        1	UN	       5,311	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0078511	RUBOR CATR. BLUSH BOX G&M TN 20 5.5G	        1	UN	           0	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093462	RUBOR CATR. AIRBLUSH MATT TN130 5.5G	        3	UN	      47,394	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093459	RUBOR CATR. AIRBLUSH MATT TN120 5.5G	        3	UN	      47,394	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093464	RUBOR CATR. AIRBLUSH MATT TN110 5.5G	        3	UN	      47,394	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093455	RUBOR CATR. AIRBLUSH GLOW TN020 5.5G	        3	UN	      58,287	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093460	RUBOR CATR. AIRBLUSH GLOW TN030 5.5G	        3	UN	      58,287	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093461	RUBOR CATR. AIRBLUSH GLOW TN010 5.5G	        3	UN	      58,287	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0046825	VITÚ PEST ACEITE ALMENDRAS	        1	UN	      10,017	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0015866	PESTAÑINA FULL VOLUME LASH MAKER	        2	UN	      29,446	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	1004410140	PROM PESTAÑINA LASH MAKER NEG + MINI	        6	UN	     124,638	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0001134	PESTAÑINA LASH MAKER MF NEGRA	        3	UN	      44,169	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0001135	PESTAÑINA LASH MAKER MF CAFE	        2	UN	      29,446	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0089038	ESCE. PTNA DOUB.TROUB. WP 12ML	        1	UN	      16,471	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093444	PESTAÑINA CATR. PURE VOLUME WP 10ML	        3	UN	      51,831	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093452	PESTAÑINA CATR. BOOST UP 11ML	        3	UN	      67,563	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093453	PESTAÑINA CATR. LIFT UP WP 11ML	        3	UN	      67,563	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093454	PREBASE PTNA. CATR. SUPER PRIME 9ML	        3	UN	      60,303	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093495	PESTAÑINA CATR. PURE FALSE 10ML	        3	UN	      51,831	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0086382	CATR. ILUMIN.MORETHANGLOW TN010 5.9G	        1	UN	      17,143	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002210	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093446	PAL.SOMB.CATR. THE ELECTRIC ROSE 9G	        3	UN	      76,437	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001005	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093447	PAL.SOMB.CATR. THE HOT MOCCA 9G	        3	UN	      76,437	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001005	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093483	PAL.SOMB.CATR. 5 IN A BOX MINI TN 080 4G	        3	UN	      51,831	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093449	PALE.SOM.CATR. SLIM PRO.DES.ROM. 10.6G	        3	UN	     116,772	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001005	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093485	PAL.SOMB.CATR. SUN GLOW E&C 10G	        3	UN	     116,772	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093486	PAL.SOMB.CATR. BLOSSOM GLOW E&C 10G	        3	UN	     116,772	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	1005210010	DELINEADOR HI FI MF 01 NEGRO	        1	UN	      30,185	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0075532	DELINEADOR OJOS ESCE. THE DIP 2.5ML	        1	UN	           0	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0075421	DELINEADOR CATR. IT´S EASY TN010 1 ML	        1	UN	      13,437	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0064261	DELIN. LIQUIDO CATR WP 1.7ML	        1	UN	      16,068	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0064270	LP. CEJAS CATR. STYLIST BROW-N-EYED 1.4G	        1	UN	      11,227	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001204003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093432	DELIN.OJO.CATR.KOHL KAJAL WP TN010 1.1G	        3	UN	      27,228	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093433	DELIN.OJO.CATR.KOHL KAJAL WP TN020 1.1G	        3	UN	      27,228	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093434	DELIN.OJO.CATR.KOHL KAJAL WP TN030 1.1G	        3	UN	      27,228	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093435	DELIN.OJO.CATR.KOHL KAJAL WP TN040 1.1G	        3	UN	      27,228	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093436	DELIN.OJO.CATR.KOHL KAJAL WP TN050 1.1G	        3	UN	      27,228	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093437	DELIN.OJO.CATR.KOHL KAJAL WP TN060 1.1G	        3	UN	      27,228	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093438	DELIN.OJO.CATR.KOHL KAJAL WP TN070 1.1G	        3	UN	      27,228	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093439	DELIN.OJO.CATR.KOHL KAJAL WP TN080 1.1G	        3	UN	      27,228	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093493	CATR. DELI.OJO 20H UL.GEL WF TN100 0.08G	        3	UN	      31,260	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0072417	LP. CEJAS CATR. STYLIST BROWN 1.6G	        1	UN	      11,227	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001204003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0091964	LAP.CEJA.ESCE.WOW WHAT BROW WP TN04 0.2G	        1	UN	      12,034	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0037228	VITÚ BRILLO MANT KARITÉ 1 ARÁNDANO NI	        1	UN	       8,000	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001003012	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0089045	ESCE. BRILLO EXTREM.SHINE VOL. TN09 5ML	        1	UN	       8,538	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001003012	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0089097	ESCE. BRILLO WHATFAK.EXT.PLUM TN01 4.2ML	        3	UN	      38,118	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001003012	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0089151	CATR. LBAL POWER FULL 5 TN030 SWEET 3.5G	        1	UN	      15,798	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003010	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0088951	VITÚ BÁLSAMO SÁBILA 1 MENTA  4G	        1	UN	       5,040	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0091880	BRILLO.CATR. BETTER THAN FAKE TN020 5ML	        1	UN	      17,143	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003012	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093469	BALSA.LAB. CATR LIP LOVIN TN020 3.5G	        3	UN	      46,185	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003010	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093476	BALSA.LAB. CATR LIP LOVIN TN010 3.5G	        3	UN	      46,185	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003010	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093471	BALSA.LAB. CATR LIP LOVIN TN030 3.5G	        3	UN	      46,185	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003010	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093470	BRILLO HIDR. CATR. LIP JAM TN030 10ML	        3	UN	      47,394	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003012	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093474	BRILLO HIDR. CATR. LIP JAM TN040 10ML	        3	UN	      47,394	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003012	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093467	BRILLO HIDR. CATR. LIP JAM TN020 10ML	        3	UN	      47,394	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003012	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093465	BRILLO.CATR. BETTER THAN FAKE TN090 5ML	        3	UN	      51,429	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003012	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093475	BRILLO HIDR. CATR. LIP JAM TN010 10ML	        3	UN	      47,394	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003012	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093510	LBAL VOLUM. CATR. PLUMP IT UP TN090 3.5G	        3	UN	      51,429	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093509	LBAL VOLUM. CATR. PLUMP IT UP TN080 3.5G	        3	UN	      51,429	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093504	LBAL VOLUM. CATR. PLUMP IT UP TN020 3.5G	        3	UN	      51,429	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093505	LBAL VOLUM. CATR. PLUMP IT UP TN040 3.5G	        3	UN	      51,429	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093503	LBAL VOLUM. CATR. PLUMP IT UP TN010 3.5G	        3	UN	      51,429	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093507	LBAL VOLUM. CATR. PLUMP IT UP TN060 3.5G	        3	UN	      51,429	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093508	LBAL VOLUM. CATR. PLUMP IT UP TN070 3.5G	        3	UN	      51,429	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093506	LBAL VOLUM. CATR. PLUMP IT UP TN050 3.5G	        3	UN	      51,429	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093466	MASC.LAB. CATR LIP LOVIN TN010 4G	        3	UN	      52,236	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003181	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093484	TINTA CATR. ALL OVER GLOW TN010 15ML	        3	UN	      56,268	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093617	LBAL. CATR. SHINE BOMB TN080 3.5G	        3	UN	      56,268	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003010	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093616	LBAL. CATR. SHINE BOMB TN070 3.5G	        3	UN	      56,268	0085782604	903156978	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001003010	           0	ALMACENES EXITO SA	19.07.2023	JOBS
