21.07.2023                                                                                                                    Salida dinámica de lista                                                                                                                                                                          1

21.07.2023			                                                                                                                                    LISTADO DE PEDIDOS CON DATOS DE JERARQUÍA																									  1

LISTADO DE PEDIDOS CON DATOS DE JERARQUÍA

		Fecha doc.		Solicitante	Cliente	Nº de cliente 1	Marca	Material	Número de material	  Unidades	UM	    ValorNeto	Nº pedido cliente	Doc.venta	ClVt	Solic.	OrgVt	CDis	OfVta	GVen	Organización de ventas	Mon.	Jquía.productos	Total Pedidos	Plataforma	Fe.PedCpas	Creado por
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	1006740000	PROM PESTAÑINA LASH MAKER NEG + DESMAQ	        2	UN	      53,648	0085782604	903156933	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0064253	SACAPUNTAS CATR. LAPICES	        1	UN	           0	0085782604	903156933	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166049002210	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084866	SECANTE DE UÑAS VITÚ FREE 8ML	        2	UN	       5,646	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           1	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084884	ESMALTE VITÚ OCASO FREE 8ML	        1	UN	       2,823	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084872	ESMALTE VITÚ PERLA FREE 8ML	        1	UN	       2,823	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084892	ESMALTE VITÚ GEMA FREE 8ML	        2	UN	       5,646	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084871	ESMALTE VITÚ CUARZO FREE 8ML	        2	UN	       5,646	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084878	ESMALTE VITÚ LIRIO FREE 8ML	        1	UN	       2,823	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084894	ESMALTE VITÚ MAGNOLIA FREE 8ML	        1	UN	       2,823	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084887	ESMALTE VITÚ CARAMELO FREE 8ML	        1	UN	       2,823	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084870	ESMALTE VITÚ PIMIENTA FREE 8ML	        1	UN	       2,823	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084889	ESMALTE VITÚ ÓPALO FREE 8ML	        2	UN	       5,646	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084882	ESMALTE VITÚ BLANCO FREE 8ML	        1	UN	       2,823	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084880	ESMALTE VITÚ TULIPÁN FREE 8ML	        1	UN	       2,823	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001004013	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093441	ESMALTE CATR. ICONAILS GEL TN118 10.5ML	        3	UN	      26,016	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093482	ESMALTE CATR. ICONAILS GEL TN134 10.5ML	        3	UN	      26,016	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093479	ESMALTE CATR. ICONAILS GEL TN133 10.5ML	        3	UN	      26,016	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093477	ESMALTE CATR. ICONAILS GEL TN124 10.5ML	        3	UN	      26,016	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093480	ESMALTE CATR. ICONAILS GEL TN135 10.5ML	        3	UN	      26,016	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093442	ESMAL.CATR. MORE THAN NUDE TN16 10.5ML	        3	UN	      36,102	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093419	ESMAL.CATR. MORE THAN NUDE TN13 10.5ML	        3	UN	      36,102	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093513	ESMALTE CATR. SUPER BRIGHTS TN020 10.5ML	        3	UN	      40,134	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093514	ESMALTE CATR. SUPER BRIGHTS TN030 10.5ML	        3	UN	      40,134	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093515	ESMALTE CATR. SUPER BRIGHTS TN040 10.5ML	        3	UN	      40,134	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093512	ESMALTE CATR. SUPER BRIGHTS TN010 10.5ML	        3	UN	      40,134	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093481	ESMALTE CATR. GO PASTEL TN01 10.5ML	        3	UN	      36,102	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093511	ESMALTE CATR. GLOSSING GLOW TN010 10.5ML	        3	UN	      40,134	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093478	GOTAS SECADO UÑAS CATR. INSTANT 8ML	        3	UN	      36,102	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803049	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093614	ESMALTE CATR. ICONAILS GEL TN126 10.5ML	        3	UN	      26,019	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249803102	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0037267	VITÚ BASE FLUIDA SOYA 2 AVELLANA NI	        1	UN	      10,015	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002008	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	3004030610	BASE PAN STIK MF 61 ORO VIEJO	        1	UN	      28,571	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001002008	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	3004030620	BASE PAN STIK MF 62 SUNTONE	        1	UN	      28,571	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001002008	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0069735	VITÚ CORRECTOR SÁBILA 3.5 NUEZ NI	        1	UN	       7,730	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002007	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0081355	PRIMER ALGODÓN VITÚ 28ML	        1	UN	      13,377	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0086404	CATR. BASE HIDRAT. TRUE SKIN TN015 30ML	        1	UN	      31,529	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002008	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0085066	VITÚ SERUM FACIAL CANNABIS 40ML	        1	UN	      10,421	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080002173	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0085065	AG.MIC VITU PEPI. Y SABI. NP 490ML	        1	UN	      15,124	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080002075	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0089145	CATR. FIJAD.MAQU. OIL-CONTROL MATT 50ML	        1	UN	      22,790	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0091958	PRIMER ESCE. REDNESS REDUCER 30ML	        1	UN	      15,396	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0091959	PRIMER ESCE. HYDRO HERO 30ML	        1	UN	      15,799	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0091871	CORR.CATR.TRUE SKIN HIGH COV.TN020 4.5ML	        1	UN	      17,411	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002007	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	3002350080	POLVO CREME PUFF MF 08 NATURAL TAN 15GR	        1	UN	      19,832	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0036680	VITÚ POLVO VITA E 3 NUEZ U EMP NI	        1	UN	       7,327	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0038936	POLVO CREME PUFF MF 09 BRONZE 15GR	        1	UN	      19,832	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0069958	POLVO COMP FACEFINITY MF 03 NATURAL	        1	UN	      49,412	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0068845	VITU POLVO SABILA 1 MACAD U EMP NI	        2	UN	      13,308	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0068846	VITU POLVO SABILA 2 AVELL U EMP NI	        1	UN	       6,654	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0068847	VITU POLVO SABILA 3 NUEZ U EMP NI	        1	UN	       6,654	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0068848	VITU POLVO SABILA 4 CASTAÑA U EMP NI	        1	UN	       6,654	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0064457	POLVO CATR. ALLMATT SAND BEIGE 10G	        1	UN	      15,799	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0078421	POLVO ESCE MATTIFYING TN 30 12G	        1	UN	      12,034	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084864	PLVO VITÚ CALEND. ESPE. TONO 6 PECAN.12G	        1	UN	       7,994	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0084840	PLVO VITÚ CALEND. ESPE. TONO 2 AVELL.12G	        1	UN	       7,994	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002006	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093491	PLVO CATR. 18H HD MATTE TN015N 8G	        3	UN	      81,681	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093492	PLVO CATR. 18H HD MATTE TN030W 8G	        3	UN	      81,681	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0074055	RUBOR COLORFAST DUO MF ROMANTIC DREAMS	        1	UN	      20,504	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0074056	RUBOR COLORFAST DUO MF NATURAL BEAUTY	        4	UN	      82,016	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Vitú	PB0035821	VITU RUBOR VITAMINA E 3 POMELO TRAD	        1	UN	       5,311	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001017080001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093462	RUBOR CATR. AIRBLUSH MATT TN130 5.5G	        3	UN	      47,394	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093459	RUBOR CATR. AIRBLUSH MATT TN120 5.5G	        3	UN	      47,394	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093464	RUBOR CATR. AIRBLUSH MATT TN110 5.5G	        3	UN	      47,394	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093455	RUBOR CATR. AIRBLUSH GLOW TN020 5.5G	        3	UN	      58,287	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093460	RUBOR CATR. AIRBLUSH GLOW TN030 5.5G	        3	UN	      58,287	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093461	RUBOR CATR. AIRBLUSH GLOW TN010 5.5G	        3	UN	      58,287	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001002009	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0070404	PESTAÑINA FLE MF 01 BLACK WP	        1	UN	      44,303	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0047958	PESTAÑINA ESSENCE GET BIG VOLUM.CURL12ML	        1	UN	       9,748	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0015866	PESTAÑINA FULL VOLUME LASH MAKER	        3	UN	      44,169	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	1004410140	PROM PESTAÑINA LASH MAKER NEG + MINI	        5	UN	     103,865	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0008493	PESTAÑINA HI FI MF 01 BLACK WP	        1	UN	      19,832	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0001135	PESTAÑINA LASH MAKER MF CAFE	        2	UN	      29,446	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0069814	PESTAÑINA VOLUME MAKER MF NEGRA	        1	UN	      24,134	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Max Factor	PB0090280	MF FLE XXL PTNA. BLACK 13ML	        1	UN	      47,664	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001005033001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093444	PESTAÑINA CATR. PURE VOLUME WP 10ML	        3	UN	      51,831	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093452	PESTAÑINA CATR. BOOST UP 11ML	        3	UN	      67,563	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093453	PESTAÑINA CATR. LIFT UP WP 11ML	        3	UN	      67,563	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093454	PREBASE PTNA. CATR. SUPER PRIME 9ML	        3	UN	      60,303	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093495	PESTAÑINA CATR. PURE FALSE 10ML	        3	UN	      51,831	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Essence	PB0091971	GEL CEJAS.ESCE. FIX LIKE BOSS TRANS. 5G	        1	UN	      12,034	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001042166001001208	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093446	PAL.SOMB.CATR. THE ELECTRIC ROSE 9G	        3	UN	      76,437	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001005	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093447	PAL.SOMB.CATR. THE HOT MOCCA 9G	        3	UN	      76,437	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001005	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093483	PAL.SOMB.CATR. 5 IN A BOX MINI TN 080 4G	        3	UN	      51,831	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093449	PALE.SOM.CATR. SLIM PRO.DES.ROM. 10.6G	        3	UN	     116,772	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001005	           0	ALMACENES EXITO SA	19.07.2023	JOBS
		19.07.2023		ALMACENES EXITO SA	1000000000	ALMACENES EXITO SA	Catrice	PB0093485	PAL.SOMB.CATR. SUN GLOW E&C 10G	        3	UN	     116,772	0085782604	903156972	ZVMI	1000000000	1000	01	E001	G01	COMERCIAL	COP	001057249001001	           0	ALMACENES EXITO SA	19.07.2023	JOBS
